Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
114	0.59216	0.4914331	1.0	0.0	1.0	0.5837088	0.9066803	1.994182	-0.0049370993	2875000	-0.097930506	3.4977634e-07	0.000531286	-2.6712712e-09	2.8546212	2.2680829	0.56744	0.0	66565.63632702827
115	0.5646	0.49580932	1.0	0.0	1.0	0.551154	0.8911188	1.9938151	-0.0051344614	2900000	-0.097839326	4.049451e-07	-0.00024944544	-1.251532e-07	3.049632	2.4437346	0.5934	0.0	66814.16157102585
116	0.56656	0.49554998	1.0	0.0	1.0	0.55602866	0.8933985	1.9941103	-0.0047343336	2925000	-0.0950991	3.0971336e-07	-0.00073106587	-3.4499294e-08	3.030863	2.4382305	0.587	0.0	67060.15878343582
117	0.5838	0.49292755	1.0	0.0	1.0	0.5719614	0.90114546	1.9938807	-0.004906621	2950000	-0.09666328	3.0196142e-07	-9.315461e-05	4.647336e-08	2.9243894	2.317131	0.5806	0.0	67307.18197011948
118	0.60592	0.48865217	1.0	0.0	1.0	0.59298486	0.91069615	1.9942963	-0.0050238892	2975000	-0.09222342	3.7003227e-07	0.00016578287	-1.2081381e-07	2.7622943	2.2168975	0.53768	0.0	67552.18340206146
119	0.58108	0.49338225	1.0	0.0	1.0	0.5695168	0.8999836	1.9943124	-0.005043423	3000000	-0.088686466	3.0342082e-07	4.399568e-05	-6.303699e-08	2.9234278	2.3622828	0.56816	0.0	67799.01695036888
120	0.57764	0.49393523	1.0	0.0	1.0	0.56705135	0.898806	1.993956	-0.0046345815	3025000	-0.09402133	2.8627957e-07	-0.0007041395	-5.3945882e-08	2.9657996	2.4026117	0.57492	0.0	68074.86898374557
121	0.60384	0.48909843	1.0	0.0	1.0	0.58961606	0.90915066	1.9946752	-0.005231153	3050000	-0.09351924	2.386068e-07	6.0372055e-05	9.507431e-09	2.7647188	2.2319615	0.54472	0.0	68321.94146609306
122	0.58208	0.49321684	1.0	0.0	1.0	0.57120013	0.900674	1.9938824	-0.0047427155	3075000	-0.09389339	3.033669e-07	7.9609454e-05	-7.494879e-08	2.8981285	2.3366213	0.56772	0.0	68573.21965146065
123	0.56808	0.49534342	1.0	0.0	1.0	0.55484635	0.8929453	1.9940783	-0.0047371183	3100000	-0.09494582	2.6292182e-07	4.4196844e-05	-4.1165308e-08	2.984554	2.4239933	0.57968	0.0	68828.20321655273
124	0.56636	0.49557674	1.0	0.0	1.0	0.55452144	0.8927008	1.9931018	-0.0052701253	3125000	-0.095476404	2.6496485e-07	-3.965199e-05	3.2002576e-05	2.9935892	2.4196496	0.58816	0.0	69081.53476023674
125	0.57512	0.49432474	1.0	0.0	1.0	0.56014156	0.8941975	1.9887733	-0.0072684567	3150000	-0.091610156	3.1753436e-05	1.22487545e-05	-3.1531345e-05	2.9263525	2.3643138	0.57388	0.0	69335.66293025017
126	0.58328	0.49301568	1.0	0.0	1.0	0.5747886	0.9023575	1.9945042	-0.004731277	3175000	-0.093604095	2.5605507e-07	-6.271899e-05	-4.379241e-08	2.8867035	2.3524714	0.56072	0.0	69590.61640834808
127	0.58228	0.49318352	1.0	0.0	1.0	0.5725092	0.9010787	1.9942833	-0.004510304	3200000	-0.09200064	2.6151628e-07	-0.00036791712	4.4421586e-06	2.8895912	2.3428934	0.56536	0.0	69844.00708198547
128	0.5848	0.49275646	1.0	0.0	1.0	0.5759529	0.9027164	1.9958588	-0.003070522	3225000	-0.09223034	4.8070306e-06	-0.000107981265	-4.61187e-06	2.8676538	2.3400114	0.55788	0.0	70097.23461675644
129	0.59088	0.49167147	1.0	0.0	1.0	0.5777342	0.9034442	1.9938426	-0.0038532745	3250000	-0.09351148	2.2204432e-07	-7.043779e-05	9.279476e-07	2.834617	2.3195772	0.55112	0.0	70354.96753120422
130	0.60604	0.48862615	1.0	0.0	1.0	0.5956366	0.91153926	1.9925973	-0.005344376	3275000	-0.09260529	1.1801928e-06	-3.7282705e-05	-9.713658e-07	2.7370238	2.2513077	0.5328	0.0	70643.48948097229
131	0.577	0.49403545	1.0	0.0	1.0	0.5637517	0.89671284	1.9936365	-0.0040429253	3300000	-0.09350793	2.3089186e-07	-2.6613474e-05	-5.3395596e-08	2.9241018	2.4126234	0.565	0.0	70907.08499097824
132	0.5974	0.4904215	1.0	0.0	1.0	0.58531755	0.9069688	1.9950006	-0.004088117	3325000	-0.093313515	1.8577082e-07	-0.0001635924	7.982213e-08	2.8056393	2.3160543	0.54968	0.0	71172.39514493942
133	0.56752	0.49542007	1.0	0.0	1.0	0.5555582	0.8928117	1.9939812	-0.0041976646	3350000	-0.064947225	3.2086828e-07	-0.00060141087	-1.0586655e-07	2.9922628	2.494243	0.5764	0.0	71441.04986715317
134	0.5922	0.49142566	1.0	0.0	1.0	0.58059216	0.9048601	1.9936436	-0.004023228	3375000	-0.09232377	2.4916687e-07	-8.304417e-05	-5.9131466e-08	2.861432	2.3812287	0.5482	0.0	71691.96944236755
135	0.59748	0.4904056	1.0	0.0	1.0	0.5853786	0.90689623	1.9938639	-0.004652785	3400000	-0.09175919	2.2747446e-07	-2.0459294e-05	-5.206749e-08	2.8276772	2.3502846	0.54076	0.0	71957.17476081848
136	0.576	0.49419022	1.0	0.0	1.0	0.5653863	0.8977479	1.993472	-0.004506804	3425000	-0.091235206	2.1200358e-07	-0.0005002618	-4.1866713e-08	2.98878	2.5186772	0.56124	0.0	72201.2923116684
137	0.58336	0.49300212	1.0	0.0	1.0	0.5683218	0.8990135	1.9935547	-0.0047760624	3450000	-0.09381901	1.9208433e-07	0.00017584115	-3.547585e-08	2.954762	2.465418	0.55568	0.0	72468.35247516632
138	0.58752	0.49228066	1.0	0.0	1.0	0.5741658	0.90203774	1.993404	-0.004204115	3475000	-0.09590955	1.8229596e-07	7.3350966e-05	-3.4993846e-08	2.962781	2.4509504	0.56008	0.0	72739.56863808632
139	0.60388	0.48908994	1.0	0.0	1.0	0.59129137	0.9095479	1.9955035	-0.0044217445	3500000	-0.09430372	1.6777011e-07	-0.00017562509	9.803003e-09	2.8559794	2.346524	0.54336	0.0	73004.5864174366
140	0.57952	0.49363604	1.0	0.0	1.0	0.5693102	0.89946806	1.9930801	-0.004072232	3525000	-0.09491542	2.1370174e-07	-9.761006e-05	-5.7444666e-08	3.0226698	2.4989765	0.56476	0.0	73297.49230527878
141	0.56856	0.49527726	1.0	0.0	1.0	0.5590044	0.8945803	1.9938979	-0.0043758117	3550000	-0.09717482	1.9215818e-07	-7.5392425e-05	-3.7782883e-08	3.0871263	2.5279262	0.58416	0.0	73565.68030643463
142	0.57896	0.49372596	1.0	0.0	1.0	0.56542796	0.8976183	1.9943901	-0.0045698266	3575000	-0.09278778	1.6838653e-07	1.0378659e-05	-3.0508104e-08	3.0127637	2.4991615	0.56916	0.0	73835.07797503471
143	0.56304	0.49601	1.0	0.0	1.0	0.5513648	0.89063406	1.99417	-0.003557535	3600000	-0.096637234	1.7361369e-07	-7.168949e-05	2.6903919e-08	3.1227942	2.5754833	0.5908	0.0	74104.56217837334
144	0.58108	0.49338228	1.0	0.0	1.0	0.57015973	0.8999151	1.9932061	-0.0044425186	3625000	-0.09269983	2.2007137e-07	-1.6398728e-05	-1.6379019e-08	2.9718506	2.458734	0.5586	0.0	74375.7930662632
145	0.60096	0.489701	1.0	0.0	1.0	0.58995503	0.9090915	1.9935544	-0.0033431798	3650000	-0.09316664	2.1479333e-07	-2.3439527e-05	-8.135129e-08	2.8435829	2.3476243	0.54024	0.0	74620.54526376724
146	0.57868	0.49377063	1.0	0.0	1.0	0.565789	0.89789194	1.9928446	-0.0035472158	3675000	-0.0959132	1.6506986e-07	-1.6726553e-05	-2.921901e-08	3.0025613	2.486129	0.5736	0.0	74885.44046807289
147	0.59396	0.49109223	1.0	0.0	1.0	0.58075625	0.9047193	1.9940048	-0.0034277402	3700000	-0.09357441	1.4719235e-07	-3.3974648e-06	2.6843702e-07	2.8792028	2.379434	0.55044	0.0	75149.59066104889
148	0.58288	0.4930831	1.0	0.0	1.0	0.57349116	0.90139353	1.9943498	-0.0028118528	3725000	-0.06350811	4.2170333e-07	-0.00031157583	-3.8686693e-08	2.9631538	2.4971788	0.55492	0.0	75416.4805765152
149	0.57912	0.49370036	1.0	0.0	1.0	0.56525373	0.8973171	1.9933717	-0.003200233	3750000	-0.09375944	3.646171e-07	-6.7725778e-06	2.0811677e-07	3.0005	2.516006	0.56272	0.0	75682.17876720428
150	0.57852	0.49379614	1.0	0.0	1.0	0.5628248	0.89611614	1.9926741	-0.0035664346	3775000	-0.09408221	6.270386e-07	-2.5488436e-05	8.917537e-06	3.018955	2.5442686	0.56268	0.0	75966.63545107841
151	0.59924	0.49005246	1.0	0.0	1.0	0.5910688	0.90992165	1.996998	-0.004296541	3800000	-0.092954	9.97635e-06	-2.7649105e-05	-6.0688403e-06	2.8924162	2.4275973	0.5416	0.0	76230.58934211731
152	0.55968	0.4964255	1.0	0.0	1.0	0.54841274	0.8887914	1.9916095	-0.0034491476	3825000	-0.09577383	3.7388802e-06	-4.798174e-06	-3.6163622e-06	3.1736512	2.6753194	0.58444	0.0	76495.44337940216
153	0.59432	0.49102315	1.0	0.0	1.0	0.5804656	0.9046506	1.9936104	-0.0031051114	3850000	-0.094245076	1.3259461e-07	-1.1503696e-05	5.8939534e-08	2.93675	2.4443822	0.552	0.0	76762.68996715546
154	0.58016	0.49353257	1.0	0.0	1.0	0.5694107	0.89904094	1.9933895	-0.0024898425	3875000	-0.09347359	2.0824741e-07	-3.219396e-05	-8.685757e-08	3.0516572	2.5700524	0.55944	0.0	77028.74444365501
155	0.55568	0.49689007	1.0	0.0	1.0	0.5469053	0.88829094	1.9944029	-0.0034304578	3900000	-0.09775991	1.53537e-07	-2.0898879e-05	-3.3632787e-08	3.2340903	2.724667	0.59476	0.0	77297.14246249199
156	0.582	0.4932302	1.0	0.0	1.0	0.5691682	0.8992567	1.9934835	-0.0025462694	3925000	-0.03651552	1.3338204e-07	-0.024020799	-2.1516342e-08	3.0535045	2.6231587	0.55132	0.0	77565.33193302155
157	0.59064	0.49171576	1.0	0.0	1.0	0.5787805	0.90395504	1.9940199	-0.0032994542	3950000	-0.0831496	1.1968453e-07	0.0010419711	4.1949875e-09	3.0254962	2.5625403	0.52236	0.0	77831.14292287827
158	0.6154	0.48650065	1.0	0.0	1.0	0.60253745	0.9140239	1.9941881	-0.002659779	3975000	-0.07932851	1.3874146e-07	-0.008726984	-5.9163767e-09	2.8366778	2.3737245	0.5158	0.0	78096.05570816994
159	0.56972	0.49511525	1.0	0.0	1.0	0.5576943	0.893457	1.9936295	-0.0026011094	4000000	-0.08152503	1.5863918e-07	0.00079600513	-5.7148917e-08	3.1324332	2.638235	0.57068	0.0	78360.76468896866
160	0.61108	0.48750508	1.0	0.0	1.0	0.59886456	0.9125892	1.9945413	-0.0032305773	4025000	-0.092950374	1.2174631e-07	0.00026956946	-2.3955877e-08	2.8531666	2.3701942	0.52832	0.0	78642.57104229927
161	0.59788	0.49032593	1.0	0.0	1.0	0.58427554	0.9061925	1.9940398	-0.003294833	4050000	-0.09548906	1.17234144e-07	0.00041969866	3.4747552e-06	2.9464762	2.413325	0.54572	0.0	78888.13105082512
162	0.56884	0.49523842	1.0	0.0	1.0	0.5577663	0.8935086	1.9911062	-0.003220642	4075000	-0.093158565	3.37359e-06	0.00032166392	-3.2745352e-06	3.1177464	2.5838685	0.56184	0.0	79133.40633320808
163	0.57984	0.49358442	1.0	0.0	1.0	0.5723367	0.90073895	1.993339	-0.0027633049	4100000	-0.08134248	1.09360855e-07	8.871406e-05	1.6080247e-06	3.025648	2.5166404	0.5382	0.0	79378.19195318222
164	0.609	0.4879744	1.0	0.0	1.0	0.5990387	0.9130573	1.9952762	-0.0024443716	4125000	-0.0886277	1.809578e-06	-0.00043522567	-1.7112884e-06	2.7957869	2.2954712	0.50924	0.0	79622.73965835571
165	0.57792	0.49389118	1.0	0.0	1.0	0.56918323	0.89894617	1.9944234	-0.0026042443	4150000	-0.09118631	1.1129339e-07	-0.00061403215	-2.2914058e-08	2.9851332	2.4832318	0.54204	0.0	79868.27458190918
166	0.59656	0.49058756	1.0	0.0	1.0	0.58233446	0.9051683	1.9939054	-0.003097821	4175000	-0.064501315	1.04600325e-07	-0.0029417723	-1.186487e-08	2.8116593	2.3320346	0.5238	0.0	80113.55995965004
167	0.58276	0.49310318	1.0	0.0	1.0	0.5762702	0.90231013	1.9936705	-0.0025998056	4200000	-0.09068574	1.05979076e-07	-0.00046686083	-2.0367146e-08	2.8768594	2.4133427	0.54228	0.0	80366.66230630875
168	0.59668	0.49056396	1.0	0.0	1.0	0.5830804	0.9055796	1.9935696	-0.002410544	4225000	-0.084968805	9.637633e-08	-0.00039435178	8.5486356e-08	2.730155	2.296546	0.5256	0.0	80625.57322478294
169	0.60672	0.48847812	1.0	0.0	1.0	0.5940854	0.91025436	1.9939939	-0.0031136759	4250000	-0.09014508	2.013005e-07	-0.00016070902	-8.108708e-08	2.6629312	2.250732	0.51808	0.0	80886.3515663147
170	0.59504	0.49088427	1.0	0.0	1.0	0.58236617	0.90498656	1.994135	-0.0025348533	4275000	-0.07733997	1.3598027e-07	-0.0031507239	-3.0987195e-08	2.7186294	2.3127174	0.52968	0.0	81155.19762969017
171	0.57632	0.49414095	1.0	0.0	1.0	0.566257	0.8975075	1.9938868	-0.0029179603	4300000	-0.085667074	1.2100156e-07	0.00049582124	-2.2563498e-08	2.8315225	2.4422603	0.54648	0.0	81415.34048438072
172	0.5944	0.4910078	1.0	0.0	1.0	0.5853209	0.90653056	1.9944795	-0.0030967165	4325000	-0.08852096	1.09178146e-07	0.0009738505	-1.8790779e-08	2.7168043	2.3629296	0.52208	0.0	81688.86696100235
173	0.5828	0.49309653	1.0	0.0	1.0	0.5663428	0.8976163	1.9939107	-0.0024948437	4350000	-0.08851142	1.0054397e-07	5.3666532e-05	-1.6151859e-08	2.8099093	2.4559982	0.53596	0.0	81954.76495718956
174	0.60892	0.48799226	1.0	0.0	1.0	0.59706104	0.91177726	1.9936951	-0.0025383048	4375000	-0.08350773	9.442473e-08	-0.00082588196	-1.3324005e-08	2.6494675	2.3244603	0.502	0.0	82337.6028869152
175	0.57728	0.4939917	1.0	0.0	1.0	0.5656179	0.8972058	1.9953825	-0.002583908	4400000	-0.08781362	1.033142e-07	-0.00080269575	-1.9015367e-08	2.8826582	2.5305958	0.54172	0.0	82962.2171099186
176	0.60604	0.48862615	1.0	0.0	1.0	0.5948877	0.9107756	1.9936816	-0.002608832	4425000	-0.08810476	9.604881e-08	-0.00026782602	-1.2675436e-08	2.7433922	2.40425	0.51156	0.0	83668.46232867241
177	0.59892	0.49011716	1.0	0.0	1.0	0.5836884	0.90573496	1.99362	-0.0028473083	4450000	-0.0877359	9.7577384e-08	-6.5244734e-05	-1.4508458e-08	2.7957206	2.4479537	0.51576	0.0	84091.45610427856
178	0.6136	0.48692402	1.0	0.0	1.0	0.6025706	0.91396	1.993673	-0.0030680727	4475000	-0.086872555	9.009688e-08	0.00010547787	-2.6247733e-09	2.748467	2.4041343	0.49892	0.0	84704.08434057236
179	0.61612	0.48632926	1.0	0.0	1.0	0.6046212	0.91484004	1.993244	-0.003198374	4500000	-0.07789726	1.04975626e-07	0.00021521747	-1.9725618e-08	2.772093	2.4261234	0.49592	0.0	85315.2930085659
180	0.59356	0.49116853	1.0	0.0	1.0	0.58185726	0.90489143	1.9932891	-0.0028147902	4525000	-0.0882256	9.6501324e-08	-2.758205e-05	3.1206838e-08	2.936147	2.572484	0.51852	0.0	85849.34924340248
181	0.5814	0.49332958	1.0	0.0	1.0	0.5713813	0.8999591	1.9937519	-0.0022945236	4550000	-0.089684	1.4148772e-07	-4.9218535e-05	3.443483e-06	3.0284517	2.6519146	0.52868	0.0	86519.80155992508
182	0.61348	0.48695204	1.0	0.0	1.0	0.5982622	0.9119619	1.9910046	-0.0030445065	4575000	-0.08764494	3.7659795e-06	-6.899983e-05	-3.682047e-06	2.8204486	2.4760787	0.49032	0.0	87032.33981585503
183	0.5788	0.49375153	1.0	0.0	1.0	0.5676835	0.8982265	1.9936265	-0.0031099897	4600000	-0.08843054	1.0476806e-07	-0.00011438131	-2.8062033e-08	3.083583	2.7163553	0.53448	0.0	87583.21111178398
184	0.5894	0.49194273	1.0	0.0	1.0	0.573488	0.9010832	1.9929795	-0.0026241876	4625000	-0.08208216	8.407995e-08	-0.00025255978	-1.5065226e-08	3.0118837	2.6557605	0.51952	0.0	88221.86261034012
185	0.60164	0.48956034	1.0	0.0	1.0	0.58956754	0.90837604	1.9936674	-0.0023400448	4650000	-0.0867417	7.7744644e-08	-0.00012717396	1.4195693e-06	2.934814	2.5785367	0.51232	0.0	88681.002628088
186	0.62316	0.48459426	1.0	0.0	1.0	0.60889155	0.9171073	1.9947481	-0.002689261	4675000	-0.082966715	1.5003603e-06	-0.00025170296	-1.4288883e-06	2.7798262	2.456101	0.47524	0.0	89338.74408245087
187	0.63552	0.48128402	1.0	0.0	1.0	0.6232968	0.9226669	1.9933786	-0.0023010504	4700000	-0.08450004	8.056824e-08	-0.0001656264	-1.9960126e-08	2.7144356	2.4020276	0.466	0.0	89800.05460214615
188	0.6028	0.48931804	1.0	0.0	1.0	0.5917274	0.90928996	1.9938836	-0.0030240342	4725000	-0.0885805	7.672198e-08	-3.104657e-05	-1.532468e-08	2.9523382	2.62855	0.50508	0.0	90062.89558053017
189	0.57696	0.49404162	1.0	0.0	1.0	0.5678361	0.8983511	1.9935166	-0.0023343042	4750000	-0.08929949	7.683882e-08	5.0105155e-05	7.773598e-06	3.1385138	2.8024306	0.53104	0.0	90332.74714040756
190	0.58976	0.49187717	1.0	0.0	1.0	0.57846016	0.9022235	1.9944739	-0.0025659539	4775000	-0.08842329	7.738948e-06	7.2322786e-05	5.474857e-05	3.069125	2.7451384	0.51944	0.0	90626.36731100082
191	0.59244	0.49138057	1.0	0.0	1.0	0.5873293	0.9085717	2.00294	-0.0016259644	4800000	-0.08838481	6.209547e-05	-5.71087e-05	-6.203035e-05	3.0541885	2.7310722	0.52008	0.0	90901.42070150375
192	0.59488	0.49091524	1.0	0.0	1.0	0.58383614	0.9057761	1.9936239	-0.0030812006	4825000	-0.08832173	7.520295e-08	1.8410385e-05	9.063212e-06	3.03453	2.7095287	0.51256	0.0	91169.19296813011
193	0.59732	0.4904374	1.0	0.0	1.0	0.5902034	0.9088513	1.9966395	-0.0030542016	4850000	-0.08312295	9.087871e-06	-8.139014e-05	2.5326553e-05	3.0411537	2.7239091	0.5124	0.0	91431.99590682983
194	0.5846	0.49279085	1.0	0.0	1.0	0.56966335	0.89838547	1.9871798	-0.0057975	4875000	-0.089747444	3.3013563e-05	-0.00013941526	-3.295637e-05	3.126812	2.8057578	0.52268	0.0	91695.68805623055
195	0.5954	0.49081445	1.0	0.0	1.0	0.5828555	0.9053706	1.993541	-0.0025109705	4900000	-0.08517162	6.521896e-08	-6.470829e-05	-6.3725913e-09	3.0574632	2.7383347	0.50996	0.0	91940.67565464973
196	0.61304	0.48705438	1.0	0.0	1.0	0.59881204	0.9124604	1.9935317	-0.0032218825	4925000	-0.08631623	6.704973e-08	-9.910762e-05	1.7352459e-06	2.9512775	2.6392682	0.49368	0.0	92185.97988510132
197	0.61292	0.48708218	1.0	0.0	1.0	0.597906	0.9122982	1.9948672	-0.002288727	4950000	-0.08727481	1.7969271e-06	-1.3485551e-05	-1.702547e-06	2.9716787	2.662422	0.49412	0.0	92430.61248993874
198	0.59068	0.4917084	1.0	0.0	1.0	0.5773325	0.90278584	1.9940524	-0.0028104018	4975000	-0.08038594	1.0864508e-07	-1.7732382e-06	-5.258568e-08	3.1253457	2.789425	0.51696	0.0	92675.25914597511
199	0.5912	0.4916122	1.0	0.0	1.0	0.58156896	0.90482044	1.9940101	-0.004150018	5000000	-0.08678719	6.9046344e-08	-6.534159e-06	4.200381e-06	3.1394808	2.789688	0.51572	0.0	92921.44197440147
200	0.57684	0.4940603	1.0	0.0	1.0	0.567344	0.89812756	1.9954047	-0.0021336544	5025000	-0.09175777	4.1416097e-06	-7.3090196e-06	-4.0188697e-06	3.2642975	2.9147878	0.5374	0.0	93189.75407195091
201	0.60104	0.4896845	1.0	0.0	1.0	0.5895555	0.9084787	1.9934136	-0.0022763945	5050000	-0.08704428	1.2736196e-07	-5.2154064e-06	-6.5545095e-08	3.0960522	2.7643628	0.5084	0.0	93468.03844976425
202	0.61008	0.48773187	1.0	0.0	1.0	0.59657186	0.91130877	1.9935535	-0.002415726	5075000	-0.08865819	7.038846e-08	-4.120171e-06	-2.0200442e-08	3.049516	2.7316031	0.50032	0.0	93711.92147374153
203	0.60136	0.48961836	1.0	0.0	1.0	0.5906712	0.9088058	1.9937063	-0.0024200864	5100000	-0.088280745	6.3475696e-08	-1.616776e-06	8.288679e-05	3.1058729	2.7683713	0.50624	0.0	93957.16669297218
204	0.59384	0.4911151	1.0	0.0	1.0	0.58740205	0.9088396	2.0055127	-0.004102681	5125000	-0.08866649	8.1067024e-05	-1.4640391e-05	-8.101499e-05	3.1778376	2.8499	0.51524	0.0	94201.91261434555
205	0.60508	0.4888335	1.0	0.0	1.0	0.5948699	0.91082555	1.9932394	-0.002584653	5150000	-0.04942391	6.1390566e-08	-2.4814159e-05	4.6878034e-07	3.109547	2.7825794	0.50512	0.0	94447.1097331047
206	0.5898	0.4918699	1.0	0.0	1.0	0.5791978	0.90359557	1.993146	-0.0026772711	5175000	-0.08937822	5.154962e-07	-1.4811754e-05	-4.6655347e-07	3.21983	2.863403	0.52156	0.0	94692.6821501255
207	0.58224	0.4931902	1.0	0.0	1.0	0.5748049	0.90167856	1.9929144	-0.0028259493	5200000	-0.090333104	6.0965576e-08	-1.0356307e-05	6.6257494e-06	3.2949831	2.9454963	0.53016	0.0	94940.86058139801
208	0.58964	0.49189904	1.0	0.0	1.0	0.5791269	0.9035936	1.9921383	-0.0043824017	5225000	-0.09002809	6.7017068e-06	-2.2009015e-05	4.992105e-06	3.2371168	2.8780556	0.52412	0.0	95185.47151136398
209	0.59408	0.4910692	1.0	0.0	1.0	0.58310676	0.9049931	1.988926	-0.0042869207	5250000	-0.09149147	1.1841232e-05	-2.411753e-05	-1.1483711e-05	3.210484	2.8737738	0.51964	0.0	95435.16755414009
210	0.58804	0.49218795	1.0	0.0	1.0	0.5729982	0.90071	1.9922181	-0.003108183	5275000	-0.09049506	3.6324016e-07	-1.9855797e-05	-2.752684e-07	3.2615902	2.9131193	0.52556	0.0	95710.12143182755
211	0.57624	0.4941533	1.0	0.0	1.0	0.5658114	0.89737463	1.993218	-0.0026971586	5300000	-0.09055737	9.65603e-08	-5.3822994e-05	3.2921823e-06	3.3482497	2.9895544	0.54052	0.0	95956.40424799919
212	0.59524	0.4908456	1.0	0.0	1.0	0.5841642	0.90564436	1.9919202	-0.0028774235	5325000	-0.09163197	3.4823756e-06	-1.668185e-05	-3.434162e-06	3.2341025	2.8864987	0.52128	0.0	96202.70274806023
213	0.61216	0.48725778	1.0	0.0	1.0	0.6004254	0.9131275	1.9929932	-0.0019863527	5350000	-0.08913637	5.1191645e-08	-9.559095e-06	1.4538433e-06	3.0953374	2.784601	0.494	0.0	96447.80597138405
214	0.5946	0.49096927	1.0	0.0	1.0	0.5824404	0.90489215	1.9915037	-0.0025060996	5375000	-0.08849982	1.4983993e-06	3.2782555e-07	4.6923327e-05	3.2220552	2.8915796	0.51352	0.0	96705.58914589882
215	0.59612	0.49067396	1.0	0.0	1.0	0.5910221	0.9098264	2.0023003	-0.002993079	5400000	-0.07558405	4.7550773e-05	-0.00033894926	-4.750036e-05	3.2104187	2.8767834	0.51236	0.0	96956.03053188324
216	0.60884	0.48801008	1.0	0.0	1.0	0.59709907	0.9116756	1.9932691	-0.0023028143	5425000	-0.08329297	5.775259e-08	2.194941e-05	1.6862568e-08	3.1114857	2.7830868	0.49688	0.0	97201.61803770065
217	0.5902	0.49179667	1.0	0.0	1.0	0.57890624	0.9035957	1.9929706	-0.0026807114	5450000	-0.08561057	8.031389e-08	-2.810359e-05	1.8127815e-06	3.2602212	2.927278	0.52552	0.0	97457.10411143303
218	0.61768	0.4859541	1.0	0.0	1.0	0.6060467	0.9159131	1.9953576	-0.0019238405	5475000	-0.088556856	1.9811118e-06	3.2261014e-06	-1.9136728e-06	3.0657837	2.7502487	0.49136	0.0	97728.29406189919
219	0.60616	0.48860008	1.0	0.0	1.0	0.5938421	0.910379	1.9932778	-0.0028896332	5500000	-0.0891442	7.774746e-08	-4.2945147e-05	-1.0419917e-08	3.1466634	2.820419	0.5062	0.0	97980.324873209
220	0.59284	0.49130517	1.0	0.0	1.0	0.5827247	0.90536714	1.993654	-0.0029411651	5525000	-0.089777686	7.569524e-08	-3.834814e-05	-3.507152e-08	3.264738	2.9348247	0.52088	0.0	98272.34080648422
221	0.58128	0.4933493	1.0	0.0	1.0	0.5711711	0.90021646	1.992418	-0.0024867747	5550000	-0.08831614	5.063044e-08	-2.5764108e-05	1.9514919e-06	3.335853	2.9902978	0.5284	0.0	98536.25774621964
222	0.58824	0.49215212	1.0	0.0	1.0	0.5790343	0.90348524	1.9937316	-0.0022362825	5575000	-0.08949939	2.0079005e-06	-6.238371e-05	-1.958821e-06	3.3003356	2.9476268	0.52648	0.0	98802.54509067535
223	0.61372	0.48689607	1.0	0.0	1.0	0.6046978	0.9151005	1.9927775	-0.002407357	5600000	-0.088768885	5.233231e-08	-4.863739e-05	-1.1477951e-08	3.1087518	2.7893975	0.49468	0.0	99068.32644081116
224	0.62104	0.48512813	1.0	0.0	1.0	0.6065599	0.9159601	1.9924664	-0.003196584	5625000	-0.08735893	5.0686207e-08	-2.1576881e-05	1.4914948e-05	3.0516675	2.726611	0.4866	0.0	99334.43480157852
225	0.60376	0.4891154	1.0	0.0	1.0	0.58978117	0.9081265	1.9892895	-0.0037434958	5650000	-0.08803032	1.4458737e-05	1.0848045e-05	-1.4419837e-05	3.1851091	2.8570316	0.5038	0.0	99600.4122056961
226	0.58696	0.49237987	1.0	0.0	1.0	0.57614183	0.90253174	1.9937189	-0.0027115643	5675000	-0.09100656	4.935227e-08	1.0877848e-05	1.2999178e-06	3.3260207	2.9867704	0.5282	0.0	99868.10529613495
227	0.586	0.49254847	1.0	0.0	1.0	0.5744328	0.90228283	1.9933766	-0.003457088	5700000	-0.08980276	1.3333425e-06	2.5331974e-07	-1.2551656e-06	3.3391743	2.990308	0.52664	0.0	100133.95867109299
228	0.56212	0.4961261	1.0	0.0	1.0	0.5501397	0.8899227	1.9932061	-0.0023432374	5725000	-0.09220475	8.548921e-08	-5.364418e-07	3.3213126e-07	3.518218	3.1516738	0.55416	0.0	100399.95641326904
229	0.57344	0.4945772	1.0	0.0	1.0	0.5607943	0.8949918	1.9932134	-0.002541002	5750000	-0.08677176	4.312196e-07	-0.0001854971	-3.905175e-07	3.424045	3.0653555	0.53748	0.0	100671.9349887371
230	0.5902	0.49179667	1.0	0.0	1.0	0.5792498	0.90366507	1.9933687	-0.0021934286	5775000	-0.09065929	4.907323e-08	-6.7427754e-06	1.9797358e-06	3.2987902	2.9523861	0.52448	0.0	100968.80499601364
231	0.60164	0.48956034	1.0	0.0	1.0	0.5902113	0.908904	1.9952754	-0.00257984	5800000	-0.08998848	2.0565074e-06	-2.2031367e-05	-1.972107e-06	3.2144532	2.8759632	0.5106	0.0	101234.2153441906
232	0.59588	0.4907209	1.0	0.0	1.0	0.5864226	0.9071144	1.9930815	-0.00303643	5825000	-0.09030086	8.839825e-08	-1.1056662e-05	-4.363132e-08	3.2617385	2.9255025	0.51624	0.0	101498.92062807083
